کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99083,انس با قرآن کریم,نظري,1,0,163811067,,سه شنبه از 16:45 تا 18:30,محمدحسين نجابت,,30,,1404/10/14 از 16:30 تا 17:30,مهندسی دو-116,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811066,,چهارشنبه از 16:45 تا 18:30,محمدحسين نجابت,,30,,1404/10/14 از 16:30 تا 17:30,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811065,,چهارشنبه از 15:00 تا 16:45,محمدحسين نجابت,,30,,1404/10/14 از 16:30 تا 17:30,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811064,ویژه ارشد و دکترا,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,محمدحسين نجابت,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811063,ویژه ارشد و دکترا,پنج شنبه از 09:15 تا 11:00,محمدحسين نجابت,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907313,خواهران,دوشنبه از 11:00 تا 11:45 دوشنبه از از ...,ندا رستگاران,,45,,1404/10/20 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811062,ویژه ارشد و دکترا,پنج شنبه از 07:30 تا 09:15,محمدحسين نجابت,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811061,,چهارشنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811060,,چهارشنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811059,,چهارشنبه از 13:15 تا 15:00,عبدالرضا شامس,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907312,خواهران,دوشنبه از 09:15 تا 11:00,ندا رستگاران,,45,,1404/10/20 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811058,,چهارشنبه از 11:00 تا 11:45 چهارشنبه از ...,عبدالرضا شامس,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907311,خواهران,دوشنبه از 07:30 تا 09:15,ندا رستگاران,,45,,1404/10/20 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811057,,چهارشنبه از 09:15 تا 11:00,عبدالرضا شامس,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811056,,چهارشنبه از 07:30 تا 09:15,عبدالرضا شامس,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884121,خواهران,سه شنبه از 15:00 تا 16:45,مرتضی حق شناس,,45,,1404/10/18 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811053,,سه شنبه از 16:45 تا 18:30,عبدالرسول خسروبیگ,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884120,خواهران,سه شنبه از 09:15 تا 11:00,مرتضی حق شناس,,45,,1404/10/18 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811055,,سه شنبه از 15:00 تا 16:45,عبدالرسول خسروبیگ,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884109,برادران,سه شنبه از 07:30 تا 09:15,مرتضی حق شناس,,45,,1404/10/18 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811054,,سه شنبه از 13:15 تا 15:00,عبدالرسول خسروبیگ,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884108,برادران,يكشنبه از 13:15 تا 15:00,محمدعلی اخگر,,45,,1404/10/19 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884107,برادران,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,محمدعلی اخگر,,45,,1404/10/18 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884106,برادران,يكشنبه از 15:00 تا 16:45,محمدعلی اخگر,,45,,1404/10/18 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811052,,دوشنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061019,خواهران,يكشنبه از 07:30 تا 09:15,سمیه امیری,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811051,,دوشنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904120,خواهران,سه شنبه از 11:00 تا 11:45 سه شنبه از ...,نرجس نصرالهی,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811050,,دوشنبه از 13:15 تا 15:00,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811049,,دوشنبه از 11:00 تا 11:45 دوشنبه از از ...,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811048,,دوشنبه از 09:15 تا 11:00,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811047,,يكشنبه از 15:00 تا 16:45,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811046,,يكشنبه از 13:15 تا 15:00,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811045,,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061026,برادران,پنج شنبه از 07:30 تا 09:15,مهدی مهدوی اعلا,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238120,برادران-ورودی جدید زبان,چهارشنبه از 11:00 تا 11:45 چهارشنبه از ...,مسعود مرادی,,0,,1404/10/25 از 16:45 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
